標題,URL
[問卦] 戀童癖唯一死刑算重判嗎,https://www.ptt.cc/bbs/Gossiping/M.1722017611.A.D0C.html
Re: [問卦] 癌症末期病患完全只吃蔬果汁維持生命 ?,https://www.ptt.cc/bbs/Gossiping/M.1722017703.A.5B0.html
[新聞] 劉亞仁驚爆性侵硬上！趁男子熟睡施暴得逞,https://www.ptt.cc/bbs/Gossiping/M.1722017844.A.139.html
Re: [問卦] 公務員上班時間滑ptt算什麼罪？,https://www.ptt.cc/bbs/Gossiping/M.1722017856.A.99B.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元 重判,https://www.ptt.cc/bbs/Gossiping/M.1722017858.A.179.html
Re: [問卦] 天主教和基督教有什麼分別？,https://www.ptt.cc/bbs/Gossiping/M.1722017869.A.9A5.html
[問卦] 巴黎奧運開幕太強了吧？,https://www.ptt.cc/bbs/Gossiping/M.1722018249.A.B77.html
[問卦] 這種聯絡方式算特別嗎,https://www.ptt.cc/bbs/Gossiping/M.1722018264.A.81C.html
[問卦] 震撼彈！歌手2024冠軍是那英！☺,https://www.ptt.cc/bbs/Gossiping/M.1722018362.A.743.html
[問卦] 急!這幾個越南按摩妹PR多少?處男怎麼選?,https://www.ptt.cc/bbs/Gossiping/M.1722018367.A.B55.html
[問卦] 如果公務員假借出差，實則出國玩?,https://www.ptt.cc/bbs/Gossiping/M.1722018371.A.E1F.html
Re: [爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722018499.A.752.html
[問卦] 蒙娜麗莎不是法國人畫憑怎麼當法國國寶??,https://www.ptt.cc/bbs/Gossiping/M.1722018514.A.BCA.html
[問卦] 朋友得罪黑道被追殺，現在加入來的及嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722018599.A.AC6.html
[問卦] 巴黎奧運開幕式比日本奧運好看太多了==,https://www.ptt.cc/bbs/Gossiping/M.1722018678.A.D5C.html
Re: [爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722018994.A.FCA.html
[問卦] 台灣是走錯哪一步 搞到中國想消滅台灣?,https://www.ptt.cc/bbs/Gossiping/M.1722019066.A.C4D.html
[問卦] 租屋處走廊有怪人怎麼辦,https://www.ptt.cc/bbs/Gossiping/M.1722019238.A.B60.html
[問卦] 空中監獄裡面的漢尼拔為什麼好了？,https://www.ptt.cc/bbs/Gossiping/M.1722019239.A.8D5.html
[新聞] 欠債印度礦工挖到300萬19克拉鑽石　房子,https://www.ptt.cc/bbs/Gossiping/M.1722015117.A.E45.html
[問卦] 同事每天到公司充行動電源算貪汙嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722015326.A.C15.html
[問卦] 這火何時滅,https://www.ptt.cc/bbs/Gossiping/M.1722015389.A.5EC.html
[問卦] 不是gay演BL劇要怎麼克服?,https://www.ptt.cc/bbs/Gossiping/M.1722015453.A.065.html
[問卦] 假設!台灣辦奧運的話 開幕影片要有啥?,https://www.ptt.cc/bbs/Gossiping/M.1722015701.A.FF5.html
[問卦] 用公司電抽姆咪算貪污嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722015835.A.58E.html
[問卦] 有共犯認罪主謀無罪的判例嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722015978.A.902.html
[問卦] 電視上的手語會亂比嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722015981.A.E75.html
[問卦] 公務員上班時間滑ptt算什麼罪？,https://www.ptt.cc/bbs/Gossiping/M.1722015998.A.F73.html
[問卦] 上班時間出去抽菸算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722016051.A.296.html
[問卦] 奧運進場是在嗨什麼==,https://www.ptt.cc/bbs/Gossiping/M.1722016189.A.C33.html
[問卦] 八卦板這次會上街嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722016212.A.7A9.html
[問卦] 米可白這隻手是誰的,https://www.ptt.cc/bbs/Gossiping/M.1722016320.A.A06.html
[新聞] 快訊／巴黎奧運開幕式安檢超嚴格 環保筷,https://www.ptt.cc/bbs/Gossiping/M.1722016349.A.42A.html
[問卦] 台灣記者484只要在網路抓影片就好？,https://www.ptt.cc/bbs/Gossiping/M.1722016352.A.91B.html
[問卦] 為啥八卦一堆人在滑坡貪污啊？,https://www.ptt.cc/bbs/Gossiping/M.1722016376.A.DF9.html
Re: [問卦] 不是gay演BL劇要怎麼克服?,https://www.ptt.cc/bbs/Gossiping/M.1722016422.A.731.html
[問卦] 現在還會有人想找網公網婆的嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722016516.A.5C1.html
[問卦] 有沒有台灣人就是被40%看沒有的八卦？,https://www.ptt.cc/bbs/Gossiping/M.1722016933.A.A1C.html
Re: [問卦] Ray在紅什麼？,https://www.ptt.cc/bbs/Gossiping/M.1722017048.A.96A.html
[問卦] 這次奧運詹迷和勇迷會和解嗎,https://www.ptt.cc/bbs/Gossiping/M.1722013702.A.639.html
[問卦] 偷公司電裝公司水算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722013721.A.40D.html
[問卦] 癌症末期病患完全只吃蔬果汁維持生命 ?,https://www.ptt.cc/bbs/Gossiping/M.1722013787.A.383.html
[問卦] 避免被懷疑偷水下班前是不是要把尿排光,https://www.ptt.cc/bbs/Gossiping/M.1722013815.A.38C.html
[新聞] 自爆和劉亞仁不熟！受害男熟睡10小時　醒來驚覺「後面慘遭侵,https://www.ptt.cc/bbs/Gossiping/M.1722013955.A.E1A.html
[問卦] 公務員桌上養魚養盆栽算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722013972.A.613.html
Re: [新聞] 美媒：中國官媒社群網站充斥反賀錦麗挺川,https://www.ptt.cc/bbs/Gossiping/M.1722014013.A.41E.html
[問卦] 判決書用英文寫的話會很複雜嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722014090.A.93D.html
[新聞] 巴黎奧運在即 中國網民熱議「金牌無用論」,https://www.ptt.cc/bbs/Gossiping/M.1722014110.A.651.html
[問卦] 跳過一台藍寶堅尼這是真的還是假的？,https://www.ptt.cc/bbs/Gossiping/M.1722014111.A.4FD.html
Re: [問卦] 新北是次級台北嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722014143.A.6C1.html
[問卦] 奧運比什麼最好看？,https://www.ptt.cc/bbs/Gossiping/M.1722014147.A.476.html
[問卦] 解決霸凌，用以暴制暴最快吧？,https://www.ptt.cc/bbs/Gossiping/M.1722014295.A.FC1.html
[問卦] 自帶的小電扇接公務筆電USB算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722014338.A.D8B.html
[新聞] 泡水車待拖3千起跳！維修預約爆滿排到下周,https://www.ptt.cc/bbs/Gossiping/M.1722014747.A.A75.html
[問卦] 偷聞女同事的味道算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722014762.A.65C.html
Re: [新聞]小吳哽咽鞠躬道歉認 一開始就知道有奶精:,https://www.ptt.cc/bbs/Gossiping/M.1722014837.A.E37.html
[問卦] 台灣人總覺得自己小吃世界第一 ？,https://www.ptt.cc/bbs/Gossiping/M.1722014915.A.8BC.html
[問卦] 薪水小偷算貪污、A錢？,https://www.ptt.cc/bbs/Gossiping/M.1722014979.A.C50.html
Re: [問卦] 公務員出差坐高鐵用數位支付算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722014980.A.E3A.html
Re: [新聞] 支持高虹安爭取清白　柯文哲：我認為她沒,https://www.ptt.cc/bbs/Gossiping/M.1722012272.A.AEE.html
[問卦] 沒人發現裝潢用吊隱式冷氣超級好看嗎！,https://www.ptt.cc/bbs/Gossiping/M.1722012323.A.A2E.html
[問卦] 不愛我就拉倒 離開之前 不要愛的抱抱,https://www.ptt.cc/bbs/Gossiping/M.1722012451.A.EA8.html
[問卦] 有個女生實況在哭耶（發錢）,https://www.ptt.cc/bbs/Gossiping/M.1722012507.A.770.html
[問卦] 幫我看一下這個鳳梨,https://www.ptt.cc/bbs/Gossiping/M.1722012533.A.2C7.html
[問卦] 陳星的外貌算帥的吧？,https://www.ptt.cc/bbs/Gossiping/M.1722012624.A.A80.html
Re: [問卦] 天主教和基督教有什麼分別？,https://www.ptt.cc/bbs/Gossiping/M.1722012670.A.EA8.html
Re: [問卦] 朱元璋最愛民嗎,https://www.ptt.cc/bbs/Gossiping/M.1722012910.A.FFD.html
[問卦] 哪個大大最會打貪腐？,https://www.ptt.cc/bbs/Gossiping/M.1722012919.A.CF1.html
[問卦] 怎麼沒人噴石原聰美的演技了？,https://www.ptt.cc/bbs/Gossiping/M.1722013057.A.AB4.html
[問卦] 所以人資偷調我薪水我就是貪污？,https://www.ptt.cc/bbs/Gossiping/M.1722013273.A.DB9.html
[問卦] 公務員用mail收自己信用卡帳單算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722013312.A.4B1.html
[問卦] 出差刷卡報帳賺的紅利點數算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722013347.A.9A4.html
[新聞]小吳哽咽鞠躬道歉認 一開始就知道有奶精:,https://www.ptt.cc/bbs/Gossiping/M.1722013407.A.159.html
[問卦] 第一次玩屁眼都放幾隻手指？,https://www.ptt.cc/bbs/Gossiping/M.1722013482.A.655.html
[問卦] 五桐號與十盛的負責人都一樣???,https://www.ptt.cc/bbs/Gossiping/M.1722013488.A.1BA.html
[問卦] 整天上心靈 搭訕課程的 是有多悲哀,https://www.ptt.cc/bbs/Gossiping/M.1722013533.A.9A6.html
[問卦] 有公務員開會剩下點心帶回家吃算貪汙的卦,https://www.ptt.cc/bbs/Gossiping/M.1722013654.A.2FB.html
[問卦] 先八方雲集還是四海遊龍,https://www.ptt.cc/bbs/Gossiping/M.1722013663.A.65A.html
[新聞] 美濃大淹水一片狼藉 居民怨「官員不用來,https://www.ptt.cc/bbs/Gossiping/M.1722011009.A.4E5.html
Re: [問卦] 小花航空 地勤跟客人下跪！？的八卦,https://www.ptt.cc/bbs/Gossiping/M.1722011097.A.3C9.html
[問卦] 買牛肉麵打統編 算貪汙嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722011191.A.572.html
[問卦] Google 評論是不是也爛了啊？,https://www.ptt.cc/bbs/Gossiping/M.1722011229.A.09B.html
[問卦] 為何今年奧運年都沒什麼氛圍感？,https://www.ptt.cc/bbs/Gossiping/M.1722011253.A.DF7.html
[新聞] 認颱風期間不在國內！黃捷轟藍白：想為,https://www.ptt.cc/bbs/Gossiping/M.1722011289.A.84C.html
[問卦] 熬夜等奧運開幕式的人多嗎,https://www.ptt.cc/bbs/Gossiping/M.1722011294.A.93B.html
[問卦] 一人一句話 一起安慰高雄人可以嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722011307.A.745.html
[新聞] 柯建銘：尊重高虹安案司法判決 找回新竹,https://www.ptt.cc/bbs/Gossiping/M.1722011413.A.44B.html
[問卦] 特勤局有沒有可能是瞞著拜登去幹,https://www.ptt.cc/bbs/Gossiping/M.1722011664.A.542.html
[問卦] 大谷翔平知道高雄淹水嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722011744.A.98C.html
Re: [爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722011783.A.4F5.html
[問卦] 台灣有什麼可大可小的事？,https://www.ptt.cc/bbs/Gossiping/M.1722011807.A.898.html
[問卦] 台灣是不是光警力不足就不可能辦亞奧運,https://www.ptt.cc/bbs/Gossiping/M.1722011833.A.E4A.html
[問卦] 馬臉姊說月球上有外星人,https://www.ptt.cc/bbs/Gossiping/M.1722011905.A.737.html
[問卦] 下班繼續坐在辦公室吹冷氣算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722011906.A.75A.html
[新聞] 高虹安停職後突然退群組 同仁送暖：市長,https://www.ptt.cc/bbs/Gossiping/M.1722011914.A.7E6.html
Re: [爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722011946.A.DF0.html
[問卦] 貪污所得與刑期的計算公式,https://www.ptt.cc/bbs/Gossiping/M.1722012064.A.C66.html
[問卦] 中國電動車自燃，原廠到場...拆車標?,https://www.ptt.cc/bbs/Gossiping/M.1722012083.A.170.html
Re: [爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722010068.A.979.html
[問卦] 狗不能吃魚是從哪邊傳出來的?,https://www.ptt.cc/bbs/Gossiping/M.1722010068.A.B45.html
Re: [問卦] 年薪千萬的人會把十萬放在眼裡嗎??,https://www.ptt.cc/bbs/Gossiping/M.1722010073.A.4BD.html
[問卦] 台籃國父黑人今晚奧運開幕會怎麼收看?,https://www.ptt.cc/bbs/Gossiping/M.1722010119.A.70C.html
[問卦] 現在公務員是不是該定期捐款，免得貪汙,https://www.ptt.cc/bbs/Gossiping/M.1722010133.A.D7A.html
[問卦] 公務員出差坐高鐵用數位支付算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722010153.A.1ED.html
[問卦] 到底有幾種多啦a夢（$）,https://www.ptt.cc/bbs/Gossiping/M.1722010174.A.F38.html
[問卦] 玄關之戰班長是看到中出瞬間嗎,https://www.ptt.cc/bbs/Gossiping/M.1722010175.A.9B8.html
[新聞] 「我要看死人死特」迷因已8年！找到弟弟,https://www.ptt.cc/bbs/Gossiping/M.1722010176.A.001.html
[問卦] 美國為什麼辦不到貪腐微罪免罰,https://www.ptt.cc/bbs/Gossiping/M.1722010226.A.54F.html
Re: [新聞] 高虹安3助理認罪！唯一不認罪「公衛,https://www.ptt.cc/bbs/Gossiping/M.1722010270.A.F82.html
[問卦]案子能壓7年表示一堆案都能壓嘍？,https://www.ptt.cc/bbs/Gossiping/M.1722010282.A.70F.html
[新聞] 跟風還是真有用處？人文社科學院也瘋AI,https://www.ptt.cc/bbs/Gossiping/M.1722010399.A.728.html
Re: [問卦] 七夕情人節帶女友吃大埔鐵板燒OK嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722010476.A.BC7.html
[問卦] D卡：考上常春藤的弟弟要我背貸幫他圓夢,https://www.ptt.cc/bbs/Gossiping/M.1722010588.A.1B1.html
[問卦] 為什麼泰森說「處理校園霸凌很簡單」？,https://www.ptt.cc/bbs/Gossiping/M.1722010786.A.511.html
Re: [新聞] 黃捷終於認了  「昨天人不在國內，未能即,https://www.ptt.cc/bbs/Gossiping/M.1722010803.A.FD3.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元,https://www.ptt.cc/bbs/Gossiping/M.1722010809.A.6D8.html
[問卦] 日劇地面師的邏輯合理嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722010840.A.B4B.html
[問卦] 南部水淹太慘烈,https://www.ptt.cc/bbs/Gossiping/M.1722010950.A.54B.html
[新聞] 嘉義水淹及腰「我家鱷魚游出去」,https://www.ptt.cc/bbs/Gossiping/M.1722009342.A.0B3.html
[問卦] 開除球籍！？,https://www.ptt.cc/bbs/Gossiping/M.1722009343.A.D84.html
[新聞] 不斷更新／再增4地！全台17地區「明放颱,https://www.ptt.cc/bbs/Gossiping/M.1722009359.A.978.html
[問卦] 公務員上班用手機充電算貪污嗎？？？,https://www.ptt.cc/bbs/Gossiping/M.1722009371.A.D2A.html
[問卦] 為何慈濟要像軍隊那樣搞階級主義?,https://www.ptt.cc/bbs/Gossiping/M.1722009371.A.364.html
Re: [問卦] 有人為了看奧運訂閱了ELTA體育台嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722009409.A.630.html
[問卦] 有沒有南橫的災情仍未明的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1722009438.A.852.html
[問卦] 包手店員多到誇張？,https://www.ptt.cc/bbs/Gossiping/M.1722009489.A.3DB.html
[問卦] 公務員逃亡潮什麼時候開始?,https://www.ptt.cc/bbs/Gossiping/M.1722009514.A.028.html
[公告] 盒盒水桶 #008 今天要早睡,https://www.ptt.cc/bbs/Gossiping/M.1722009551.A.D19.html
Re: [爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722009611.A.25B.html
[問卦] 貪10多萬如果沒處死，政府算輕判了吧？,https://www.ptt.cc/bbs/Gossiping/M.1722009674.A.13B.html
[問卦] 年薪千萬的人會把十萬放在眼裡嗎??,https://www.ptt.cc/bbs/Gossiping/M.1722009708.A.FB3.html
[新聞] 黃捷終於認了  「昨天人不在國內，未能即,https://www.ptt.cc/bbs/Gossiping/M.1722009794.A.50B.html
[新聞] 颱風凱米重創高雄 北市支援機具人力救災,https://www.ptt.cc/bbs/Gossiping/M.1722009822.A.D89.html
[問卦] 想跟法官辯論應該如何申請,https://www.ptt.cc/bbs/Gossiping/M.1722009929.A.370.html
[問卦] 鹹酥雞店算是惡鄰居嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722010004.A.ADD.html
[問卦] 地下機械車位淹水是不是就沒救了？,https://www.ptt.cc/bbs/Gossiping/M.1722010015.A.C8D.html
Re: [新聞] 高虹安3助理認罪！唯一不認罪「公衛文」,https://www.ptt.cc/bbs/Gossiping/M.1722010037.A.511.html
[問卦] 好了 一人一句祝福高雄 發錢,https://www.ptt.cc/bbs/Gossiping/M.1722010065.A.863.html
Re: [問卦] 天主教和基督教有什麼分別？,https://www.ptt.cc/bbs/Gossiping/M.1722008182.A.921.html
[新聞] 颱風暴雨澆不息詐騙魂　勤勞車手「狂領現,https://www.ptt.cc/bbs/Gossiping/M.1722008203.A.16B.html
[問卦] 現役啦啦隊，台籍最頂的是哪位？,https://www.ptt.cc/bbs/Gossiping/M.1722008297.A.711.html
[問卦] 復興航棧有推的麵包簡餐嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722008328.A.1DD.html
Re: [新聞] 高虹安3助理認罪！唯一不認罪「公衛,https://www.ptt.cc/bbs/Gossiping/M.1722008415.A.C32.html
[問卦] 碩博士在工廠輪三班，嚇到外國人？,https://www.ptt.cc/bbs/Gossiping/M.1722008424.A.323.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元 重判,https://www.ptt.cc/bbs/Gossiping/M.1722008463.A.3F1.html
[問卦] 印象最深刻的奧運比賽？,https://www.ptt.cc/bbs/Gossiping/M.1722008622.A.825.html
[問卦] 公務員用單位電腦回line算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722008632.A.58C.html
Re: [新聞] 黃捷風災期間出國「深自檢討」　批藍白,https://www.ptt.cc/bbs/Gossiping/M.1722008696.A.CAC.html
[問卦] 當好人跟行善是不是沒有關係？,https://www.ptt.cc/bbs/Gossiping/M.1722008738.A.FE9.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元 重判,https://www.ptt.cc/bbs/Gossiping/M.1722008879.A.7D5.html
[問卦] 公務員上班時間上八卦版發費雯算貪汙嗎,https://www.ptt.cc/bbs/Gossiping/M.1722008891.A.F50.html
Re: [新聞] 殺完鄭文燦！賴清德再出手「屠刀砍藍白」,https://www.ptt.cc/bbs/Gossiping/M.1722008896.A.E91.html
[問卦] 有人看完零日攻擊有一堆疑問嗎,https://www.ptt.cc/bbs/Gossiping/M.1722009099.A.D24.html
[問卦] Ray在紅什麼？,https://www.ptt.cc/bbs/Gossiping/M.1722009172.A.DCE.html
Re: [問卦] 桃園的客運是不是都是垃圾？,https://www.ptt.cc/bbs/Gossiping/M.1722009201.A.611.html
"[問卦] 有無認罪刑期差這麼多,是不是有問題?",https://www.ptt.cc/bbs/Gossiping/M.1722009206.A.E6F.html
[問卦] 裸○什麼最厲害?,https://www.ptt.cc/bbs/Gossiping/M.1722009210.A.4B1.html
[新聞] 批巴黎奧運村提供生肉 英國隊怨伙食差自,https://www.ptt.cc/bbs/Gossiping/M.1722009322.A.E6A.html
[問卦] 不GOOGLE，說一項奧運冷門項目?,https://www.ptt.cc/bbs/Gossiping/M.1722007148.A.1B0.html
[新聞] 高虹安涉貪被判刑！ 雞排妹酸郭台銘,https://www.ptt.cc/bbs/Gossiping/M.1722007148.A.813.html
[新聞] 滑到10年前凶宅影片！一看「和自家幾乎一,https://www.ptt.cc/bbs/Gossiping/M.1722007230.A.891.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元 重判,https://www.ptt.cc/bbs/Gossiping/M.1722007273.A.153.html
Re: [問卦] 怎麼現在一些89樣的人開玩具店？,https://www.ptt.cc/bbs/Gossiping/M.1722007369.A.811.html
[問卦] 有哪個事件是網軍帶不出風向的嗎,https://www.ptt.cc/bbs/Gossiping/M.1722007437.A.0AE.html
[問卦] 年輕人看房價，會對我們憤恨不平嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722007452.A.6D8.html
Re: [問卦] 板上還在酸高雄的在想啥？,https://www.ptt.cc/bbs/Gossiping/M.1722007470.A.CBD.html
[爆卦] 王郁文：衛生棉是辦公室用品非高虹安私用,https://www.ptt.cc/bbs/Gossiping/M.1722007477.A.064.html
Re: [問卦] 每天裝公司水回家算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722007557.A.888.html
Re: [新聞] 黃捷風災期間出國「深自檢討」　批藍白,https://www.ptt.cc/bbs/Gossiping/M.1722007568.A.CBD.html
Re: [問卦] 韓星一直來 台灣人錢是不是超好賺？,https://www.ptt.cc/bbs/Gossiping/M.1722007618.A.3CB.html
[問卦] 毒蛇吃東西 會不會咬到 自己舌頭,https://www.ptt.cc/bbs/Gossiping/M.1722007727.A.D7A.html
[問卦] P圖假裝自己在場會被抓到嗎,https://www.ptt.cc/bbs/Gossiping/M.1722007846.A.B03.html
"[問卦] 第一次發現自己看的見 ""念"" 是什麼感覺",https://www.ptt.cc/bbs/Gossiping/M.1722007925.A.394.html
[問卦] 祟仁護專是一所怎樣的學校？,https://www.ptt.cc/bbs/Gossiping/M.1722008018.A.D57.html
[問卦] 青梅竹馬和一群朋友告白後就不見了,https://www.ptt.cc/bbs/Gossiping/M.1722008047.A.408.html
[新聞] 「中國第一高樓」爛尾 世茂239億地王降至,https://www.ptt.cc/bbs/Gossiping/M.1722008067.A.2F2.html
[問卦] 每天充公務機關的電算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722008092.A.22E.html
[問卦] 公務員用公家影印機印自己文件 算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722008115.A.F46.html
Re: [新聞] 高虹安3助理認罪！唯一不認罪「公衛,https://www.ptt.cc/bbs/Gossiping/M.1722006472.A.DCA.html
[問卦] 為什麼愛莉莎莎那麼會賣東西,https://www.ptt.cc/bbs/Gossiping/M.1722006510.A.C2D.html
[新聞] 奧運揭幕前 韓國女將率先打破射箭世界紀錄,https://www.ptt.cc/bbs/Gossiping/M.1722006529.A.A43.html
[問卦] 雄女這間學校要出過什麼名人？,https://www.ptt.cc/bbs/Gossiping/M.1722006556.A.082.html
[新聞] 2年前早預言高虹安出事 命理師：不是適合,https://www.ptt.cc/bbs/Gossiping/M.1722006600.A.7BA.html
[問卦] 幹你娘 侏儸紀世界3暴龍什麼時候要出來？,https://www.ptt.cc/bbs/Gossiping/M.1722006608.A.E98.html
[問卦] 如果台灣會下雪是不是可以解決很多問題,https://www.ptt.cc/bbs/Gossiping/M.1722006640.A.B32.html
[問卦] 公務員上班抽菸算貪污嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722006667.A.D1C.html
Re: [新聞] 高虹安3助理認罪！唯一不認罪「公衛,https://www.ptt.cc/bbs/Gossiping/M.1722006741.A.279.html
[新聞] 中共迫害法輪功25年 美電台揭活摘器官罪行,https://www.ptt.cc/bbs/Gossiping/M.1722006793.A.A68.html
Re: [問卦] 理工教授80%都在貪污，是否能檢舉？,https://www.ptt.cc/bbs/Gossiping/M.1722006842.A.38A.html
[問卦] 怎麼現在一些89樣的人開玩具店？,https://www.ptt.cc/bbs/Gossiping/M.1722006856.A.BA5.html
Re: [問卦] 每天裝公司水回家算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722006872.A.E32.html
[問卦] 現在穿短襪的都是老人？,https://www.ptt.cc/bbs/Gossiping/M.1722006971.A.4BE.html
Re: [新聞] 黃捷風災期間出國「深自檢討」　批藍白,https://www.ptt.cc/bbs/Gossiping/M.1722006995.A.088.html
[問卦] Netflix 在Windows也改成Webapp?,https://www.ptt.cc/bbs/Gossiping/M.1722007041.A.28E.html
[問卦] 有人為了看奧運訂閱了ELTA體育台嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722007053.A.CEC.html
[問卦] 奧運服裝的設計抄襲饗AJOY?,https://www.ptt.cc/bbs/Gossiping/M.1722007054.A.615.html
[問卦] 創意包圍 司法院？,https://www.ptt.cc/bbs/Gossiping/M.1722007113.A.203.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元 重判,https://www.ptt.cc/bbs/Gossiping/M.1722007123.A.C77.html
[問卦] 韓國影視綜藝為何能打倒日本,https://www.ptt.cc/bbs/Gossiping/M.1722005807.A.4C0.html
[問卦] 廖建傑法官 會不會是下一個大法官？,https://www.ptt.cc/bbs/Gossiping/M.1722005813.A.B65.html
Re: [問卦] 理工教授80%都在貪污，是否能檢舉？,https://www.ptt.cc/bbs/Gossiping/M.1722005880.A.5A7.html
Re: [問卦] 「八卦集體失智」怎麼反駁？,https://www.ptt.cc/bbs/Gossiping/M.1722005911.A.449.html
[問卦] 還有比少年歌行讚的武俠劇嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722005921.A.6E5.html
[問卦] 姆明在台灣是怎麼紅起來的？,https://www.ptt.cc/bbs/Gossiping/M.1722006005.A.486.html
[問卦] 藍色海洋傳說 主角群搞詐騙 有來台灣過嗎,https://www.ptt.cc/bbs/Gossiping/M.1722006006.A.1B4.html
Re: [問卦] 小花航空 地勤跟客人下跪！？的八卦,https://www.ptt.cc/bbs/Gossiping/M.1722006011.A.7DD.html
Re: [問卦] 福利蓮進監獄會被檢查屁眼嗎 ?,https://www.ptt.cc/bbs/Gossiping/M.1722006021.A.7DB.html
Re: [新聞] 黃捷風災期間出國「深自檢討」　批藍白,https://www.ptt.cc/bbs/Gossiping/M.1722006026.A.78E.html
[問卦] 為什麼貪污認罪還錢就可以緩刑?,https://www.ptt.cc/bbs/Gossiping/M.1722006058.A.470.html
[問卦] 11萬不算貪污 950鎂不算搶劫,https://www.ptt.cc/bbs/Gossiping/M.1722006064.A.66C.html
[問卦] 拿公積金繳房貸會被關嗎,https://www.ptt.cc/bbs/Gossiping/M.1722006078.A.398.html
Re: [新聞] 高虹安犯罪所得法官認定11萬6514元 重判,https://www.ptt.cc/bbs/Gossiping/M.1722006134.A.982.html
[問卦] 公務員大便衛生紙用比平均多3張算貪污嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722006177.A.115.html
[問卦] 早上八點飛機要睡機場嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722006250.A.44C.html
[問卦] 洛哥是不是聰明多了?,https://www.ptt.cc/bbs/Gossiping/M.1722006343.A.002.html
[新聞] 中國片面稱烏克蘭外長挺一中 外交部嚴正,https://www.ptt.cc/bbs/Gossiping/M.1722006354.A.292.html
[問卦] 余鐵雄法官為什麼可以未審先判？,https://www.ptt.cc/bbs/Gossiping/M.1722006437.A.123.html
[新聞] 馬斯克跨性別女兒首度接受專訪！批父親「,https://www.ptt.cc/bbs/Gossiping/M.1722006449.A.AAC.html
Re: [問卦] 理工教授80%都在貪污，是否能檢舉？,https://www.ptt.cc/bbs/Gossiping/M.1722005235.A.042.html
[問卦] 每天裝公司水回家算貪污嗎,https://www.ptt.cc/bbs/Gossiping/M.1722005279.A.366.html
Re: [爆卦] 黃捷抓里長照片當成自己團隊照片使用,https://www.ptt.cc/bbs/Gossiping/M.1722005370.A.C9B.html
[問卦] 羅織經是不是史上最強害人之書？,https://www.ptt.cc/bbs/Gossiping/M.1722005410.A.925.html
