標題,URL
Re: [問卦] 明天是不是真的要開始省電了,https://www.ptt.cc/bbs/Gossiping/M.1722183327.A.FEC.html
Re: [問卦] 左腳踩煞車很方便吧 0 . 0,https://www.ptt.cc/bbs/Gossiping/M.1722181953.A.7DC.html
[問卦] 有沒有第三世界電網都不穩定的掛,https://www.ptt.cc/bbs/Gossiping/M.1722182014.A.7B8.html
[問卦] 桌球混雙 台灣是不是氣力放盡了,https://www.ptt.cc/bbs/Gossiping/M.1722182120.A.5E5.html
[新聞] 快訊／出事了！五月天石頭突爆「腰椎滑,https://www.ptt.cc/bbs/Gossiping/M.1722182144.A.77B.html
[問卦] 台灣該引進這個防淹水嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722182144.A.41C.html
[問卦] 明天是不是真的要開始省電了,https://www.ptt.cc/bbs/Gossiping/M.1722182162.A.A7A.html
[問卦] 現在很紅的千層蛋撻有多好吃（認真,https://www.ptt.cc/bbs/Gossiping/M.1722182168.A.902.html
Re: [新聞] 不能無腦挺高虹安！館長開第一槍　怒罵低級錯誤、丟了所,https://www.ptt.cc/bbs/Gossiping/M.1722182204.A.A17.html
Re: [問卦] 單身套房上班族養貓狗是不是虐待動物,https://www.ptt.cc/bbs/Gossiping/M.1722182225.A.1A9.html
[新聞] 黃捷回國PO勘災文「陪住戶到半夜三點」 網,https://www.ptt.cc/bbs/Gossiping/M.1722182243.A.16C.html
[問卦] 有發生過哪些多重天災？,https://www.ptt.cc/bbs/Gossiping/M.1722182243.A.7EA.html
[問卦] 台灣人怎麼什麼人種都能媚？,https://www.ptt.cc/bbs/Gossiping/M.1722182276.A.160.html
[問卦] 奧運怎麼沒有劍道？,https://www.ptt.cc/bbs/Gossiping/M.1722182287.A.218.html
[問卦] 中國那一省最好玩？,https://www.ptt.cc/bbs/Gossiping/M.1722182319.A.26E.html
[新聞] 綠委建議放寬救助標準 淹水未達50公分救,https://www.ptt.cc/bbs/Gossiping/M.1722182323.A.8B4.html
Re: [爆卦] 韓國射箭女團十連爆,https://www.ptt.cc/bbs/Gossiping/M.1722182328.A.766.html
[新聞] 高雄颱風夜爆凶殺案「1人受傷送醫」！,https://www.ptt.cc/bbs/Gossiping/M.1722182360.A.45C.html
[問卦] 這次改管、改裝車有被收走一波嗎,https://www.ptt.cc/bbs/Gossiping/M.1722182371.A.7A0.html
[問卦] 為甚麼桌球選手時不時要摸桌球桌阿？,https://www.ptt.cc/bbs/Gossiping/M.1722182384.A.7F2.html
Re: [爆卦] 韓國射箭女團十連爆,https://www.ptt.cc/bbs/Gossiping/M.1722182421.A.EA6.html
[問卦] 如果單日降雨量14公尺臺灣剩哪裡可以躲？,https://www.ptt.cc/bbs/Gossiping/M.1722181439.A.2D8.html
[問卦] 周杰倫淡水長大 對左岸八里熟嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722181450.A.F7D.html
[新聞] 為何睽違36年，才又有奧運擊劍國手？,https://www.ptt.cc/bbs/Gossiping/M.1722181466.A.0F3.html
[問卦] 有韓國射箭女團可以又強又正的八卦嗎,https://www.ptt.cc/bbs/Gossiping/M.1722181513.A.777.html
[新聞] 凱米颱風重創畜牧業！雞、豬慘死　立委籲,https://www.ptt.cc/bbs/Gossiping/M.1722181517.A.DC6.html
[問卦] 周天成腳上的鉛塊哪時候拿掉？,https://www.ptt.cc/bbs/Gossiping/M.1722181525.A.947.html
[問卦] 沒招牌的店會比較好吃嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722181541.A.7C5.html
[問卦] 北韓運動員沒奪牌會送勞改是真的假的？,https://www.ptt.cc/bbs/Gossiping/M.1722181541.A.CD8.html
Re: [問卦] 奧運選手村都怎麼玩,https://www.ptt.cc/bbs/Gossiping/M.1722181560.A.190.html
[爆卦] 韓國射箭女團十連霸,https://www.ptt.cc/bbs/Gossiping/M.1722181583.A.B3E.html
[問卦] 韓國射箭還是中國桌球會先輸？,https://www.ptt.cc/bbs/Gossiping/M.1722181633.A.B07.html
[問卦] 巴黎奧運自行車怎麼不比環法?,https://www.ptt.cc/bbs/Gossiping/M.1722181633.A.EE0.html
[問卦] 「沒人發現XXX」是不是網軍起手勢？,https://www.ptt.cc/bbs/Gossiping/M.1722181654.A.453.html
[問卦] 電影院怎麼都設在百貨頂樓,https://www.ptt.cc/bbs/Gossiping/M.1722181688.A.55A.html
[問卦] 有沒有發現台灣現在沒有苦的人,https://www.ptt.cc/bbs/Gossiping/M.1722181715.A.CDE.html
[問卦] 在台灣買電器要50個喇嘛都同意？,https://www.ptt.cc/bbs/Gossiping/M.1722181764.A.A14.html
[問卦] KD大貓 帶美國隊小貓 老貓廝殺中 卦?,https://www.ptt.cc/bbs/Gossiping/M.1722181779.A.090.html
[問卦] 你們都不願意花錢，中文歌沒了不是剛好,https://www.ptt.cc/bbs/Gossiping/M.1722181854.A.83A.html
[問卦] 射箭為什麼要分團體個人,https://www.ptt.cc/bbs/Gossiping/M.1722181865.A.2AF.html
Re: [新聞] 巴黎奧運／福原愛喊「中國隊加油」！日,https://www.ptt.cc/bbs/Gossiping/M.1722181881.A.1F6.html
[問卦] 83歲老頭闖女更衣室被捕,https://www.ptt.cc/bbs/Gossiping/M.1722180717.A.5EF.html
[問卦] 奧運台灣桌球2:1領先中國,https://www.ptt.cc/bbs/Gossiping/M.1722180751.A.528.html
[新聞] 桃園倉儲晚間大火「濃煙沖天」！上百消防,https://www.ptt.cc/bbs/Gossiping/M.1722180833.A.093.html
[問卦] 之後澳洲歐洲加拿大都是印度人怎麼辦？,https://www.ptt.cc/bbs/Gossiping/M.1722180850.A.2E6.html
[新聞] 颱風肆虐高雄！從台積電到菜市場 廖泰翔,https://www.ptt.cc/bbs/Gossiping/M.1722180890.A.929.html
[問卦]震驚 中華台北到現在都沒金牌?,https://www.ptt.cc/bbs/Gossiping/M.1722180934.A.63C.html
[問卦] 羽球一哥應該很穩吧？,https://www.ptt.cc/bbs/Gossiping/M.1722180938.A.759.html
[問卦] 為何日本你要去觀光客多的地方,https://www.ptt.cc/bbs/Gossiping/M.1722180974.A.717.html
[問卦] Dcard彩虹 #有吃prep約砲還疑似得淋病,https://www.ptt.cc/bbs/Gossiping/M.1722180990.A.35C.html
Re: [新聞] 凱米水淹高雄面積約莫拉克9％ 學者：若無,https://www.ptt.cc/bbs/Gossiping/M.1722181022.A.99A.html
Re: [問卦] 中文流行歌已死？,https://www.ptt.cc/bbs/Gossiping/M.1722181029.A.CC6.html
[問卦] 公共小便斗地板總是有尿？,https://www.ptt.cc/bbs/Gossiping/M.1722181065.A.12D.html
Re: [問卦] 所以我說那個烏克蘭的F16呢？,https://www.ptt.cc/bbs/Gossiping/M.1722181120.A.E9F.html
[問卦] 會相信零日攻擊會發生的都是些什麼人,https://www.ptt.cc/bbs/Gossiping/M.1722181228.A.CFA.html
[新聞] 愛莉莎莎每天心臟怦怦跳 自曝心悸、四肢,https://www.ptt.cc/bbs/Gossiping/M.1722181254.A.CB6.html
[問卦] 脆：為什麼浴室有貞操鎖？（圖,https://www.ptt.cc/bbs/Gossiping/M.1722181320.A.F48.html
[問卦] 坦白說富邦的啦啦隊比起亞虎猛吧,https://www.ptt.cc/bbs/Gossiping/M.1722181352.A.BC0.html
[新聞] 菲華裔女市長黑產帝國被起底 更多驚人黑,https://www.ptt.cc/bbs/Gossiping/M.1722181379.A.DAD.html
[問卦] 肥宅自摳肛門 用哪支手指比較爽,https://www.ptt.cc/bbs/Gossiping/M.1722179346.A.02E.html
Re: [問卦] 單身套房上班族養貓狗是不是虐待動物,https://www.ptt.cc/bbs/Gossiping/M.1722179366.A.2FF.html
[問卦] 在雪地走路用簡易冰爪有搞頭嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722179401.A.158.html
[問卦] 越女會不會很羨慕韓女阿?,https://www.ptt.cc/bbs/Gossiping/M.1722179476.A.37E.html
[爆卦] 王義川:高雄茂林單日降雨量14公尺,https://www.ptt.cc/bbs/Gossiping/M.1722179492.A.0E4.html
Re: [問卦] 省隊有可能打贏國家隊嗎,https://www.ptt.cc/bbs/Gossiping/M.1722179601.A.4F5.html
Re: [問卦] 第一任台灣省委書記會是誰？,https://www.ptt.cc/bbs/Gossiping/M.1722179776.A.A8F.html
[新聞] Energy成軍一年就離團　Toro淚灑小巨蛋,https://www.ptt.cc/bbs/Gossiping/M.1722179854.A.0AF.html
[新聞] 幫倒忙？批柯P聲援高虹安不拿證據　游淑,https://www.ptt.cc/bbs/Gossiping/M.1722179962.A.77B.html
Re: [問卦] 所以我說那個烏克蘭的F16呢？,https://www.ptt.cc/bbs/Gossiping/M.1722179973.A.08A.html
[問卦] 欸欸這樣偷工減料合理嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722180100.A.49B.html
[問卦] 零日攻擊前導片留言,https://www.ptt.cc/bbs/Gossiping/M.1722180211.A.C13.html
[問卦] 耳朵掏出一片紅蔥頭代表什麼,https://www.ptt.cc/bbs/Gossiping/M.1722180264.A.351.html
[問卦] 在非洲被黑曼巴蛇咬到會怎樣,https://www.ptt.cc/bbs/Gossiping/M.1722180340.A.377.html
[問卦] 東南方低壓有可能爆發增強為颱風？,https://www.ptt.cc/bbs/Gossiping/M.1722180480.A.948.html
Re: [問卦] 當初五子命案到底是什麼情形？,https://www.ptt.cc/bbs/Gossiping/M.1722180486.A.559.html
Re: [問卦] 沒人發現在台灣輿論突然變不重要了嗎！,https://www.ptt.cc/bbs/Gossiping/M.1722180490.A.B2E.html
[問卦] 被說厭女怎麼辦,https://www.ptt.cc/bbs/Gossiping/M.1722180612.A.98C.html
[新聞] 台南光電田泡水冒煙起火！ 台電急,https://www.ptt.cc/bbs/Gossiping/M.1722180658.A.1F7.html
[問卦] 被問“會輸嗎？”應該怎麼回,https://www.ptt.cc/bbs/Gossiping/M.1722178518.A.346.html
[問卦] 我就問育碧爽不爽 爽不爽,https://www.ptt.cc/bbs/Gossiping/M.1722178610.A.D50.html
[問卦] 台北市現在還缺少的建設???,https://www.ptt.cc/bbs/Gossiping/M.1722178612.A.504.html
[問卦] 有沒有 楊立國 導演的八卦？,https://www.ptt.cc/bbs/Gossiping/M.1722178689.A.840.html
[新聞] 奧運男足》拚金牌不是夢！日本隊擊敗馬利,https://www.ptt.cc/bbs/Gossiping/M.1722178693.A.E5A.html
[新聞] 國道特斯拉充電爆糾紛！火爆男強開車門硬,https://www.ptt.cc/bbs/Gossiping/M.1722178784.A.FB1.html
[問卦] 詐騙集團成員在監獄裡的地位如何？,https://www.ptt.cc/bbs/Gossiping/M.1722178810.A.A58.html
Re: [新聞] 9年前塵爆釀重大死傷 最高法院：八仙要負,https://www.ptt.cc/bbs/Gossiping/M.1722178869.A.4D6.html
Re: [問卦] 大家突然覺得貪污沒什麼？？,https://www.ptt.cc/bbs/Gossiping/M.1722178902.A.B98.html
[問卦] 黑白郎君有機會加入復仇者聯盟嗎,https://www.ptt.cc/bbs/Gossiping/M.1722179036.A.B04.html
[問卦] 省隊有可能打贏國家隊嗎,https://www.ptt.cc/bbs/Gossiping/M.1722179101.A.B0E.html
[問卦] 中文流行歌已死？,https://www.ptt.cc/bbs/Gossiping/M.1722179114.A.4A0.html
Re: [問卦] 沒人發現在台灣輿論突然變不重要了嗎！,https://www.ptt.cc/bbs/Gossiping/M.1722179180.A.FFE.html
[問卦] 家人做生意該支持嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722179191.A.1BA.html
[問卦] 打桌球就打嘛 幹嘛一直摸桌子,https://www.ptt.cc/bbs/Gossiping/M.1722179225.A.12C.html
[問卦] 李雅英會搶走李多慧多少代言????,https://www.ptt.cc/bbs/Gossiping/M.1722179241.A.16A.html
[問卦] 如果規定菸蟲只能在吸菸室抽菸，肺會？,https://www.ptt.cc/bbs/Gossiping/M.1722179256.A.99D.html
[問卦] 中國桌球選手表現讓人舒服,https://www.ptt.cc/bbs/Gossiping/M.1722179317.A.9DC.html
[問卦] 打砲為啥要把嬰兒放在上面搖,https://www.ptt.cc/bbs/Gossiping/M.1722179343.A.A46.html
[問卦] 射箭運動會很難嗎 裝備燒錢嗎,https://www.ptt.cc/bbs/Gossiping/M.1722177330.A.CBD.html
Re: [問卦] 第一任台灣省委書記會是誰？,https://www.ptt.cc/bbs/Gossiping/M.1722177383.A.8FC.html
[問卦] 桌球今天會贏嗎,https://www.ptt.cc/bbs/Gossiping/M.1722177384.A.C40.html
[新聞] 大學生也有份！竹縣新湖警方查獲越南移工,https://www.ptt.cc/bbs/Gossiping/M.1722177551.A.894.html
[問卦] 外送飲料一次叫多少最有性價比？,https://www.ptt.cc/bbs/Gossiping/M.1722177569.A.48A.html
[問卦] 左腳踩煞車很方便吧 0 . 0,https://www.ptt.cc/bbs/Gossiping/M.1722177584.A.91E.html
[問卦] 巔峰劉德華vs巔峰金城武 誰比較帥?,https://www.ptt.cc/bbs/Gossiping/M.1722177676.A.FAE.html
[問卦] 肥宅懶趴上有長毛會扣分嗎,https://www.ptt.cc/bbs/Gossiping/M.1722177741.A.63D.html
Re: [問卦] 所以我說那個烏克蘭的F16呢？,https://www.ptt.cc/bbs/Gossiping/M.1722177747.A.6CE.html
[問卦] 射擊類比賽都滿好看的欸?,https://www.ptt.cc/bbs/Gossiping/M.1722177752.A.114.html
[問卦] 張學良到底是好人還是爛人?,https://www.ptt.cc/bbs/Gossiping/M.1722177785.A.916.html
[新聞] 新婚2年丈夫「連劈3女」！鹹濕對話色到爆,https://www.ptt.cc/bbs/Gossiping/M.1722177842.A.B97.html
[問卦] 台灣是台日韓男女儀容差距最大的嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722177988.A.30A.html
[問卦] 台灣平民想吃體育飯的項目排名？,https://www.ptt.cc/bbs/Gossiping/M.1722178006.A.C53.html
[新聞] 韓籍正妹空姐「台語廣播」口音超道地 網驚：以為台灣人,https://www.ptt.cc/bbs/Gossiping/M.1722178041.A.503.html
[新聞] Ozone率先開箱台北大巨蛋 坤達雨中哀嚎,https://www.ptt.cc/bbs/Gossiping/M.1722178132.A.7EC.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722178206.A.E52.html
[問卦] 單身套房上班族養貓狗是不是虐待動物,https://www.ptt.cc/bbs/Gossiping/M.1722178398.A.9A1.html
[問卦] 化妝水精華液過期還能用嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722178399.A.360.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722176501.A.354.html
[問卦] 金城武拍最帥的作品是哪部？,https://www.ptt.cc/bbs/Gossiping/M.1722176542.A.C01.html
[爆卦] 柯秉逸贏下廬山9球公開賽冠軍,https://www.ptt.cc/bbs/Gossiping/M.1722176562.A.47D.html
[問卦] 在台灣真的很容易買到泡水車嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722176572.A.75B.html
[問卦] 波蘭奧運女排平均身高是多高= =？,https://www.ptt.cc/bbs/Gossiping/M.1722176588.A.8AB.html
[新聞] 加州死亡谷地表高達93度　遊客赤腳踏地嚴,https://www.ptt.cc/bbs/Gossiping/M.1722176589.A.7C9.html
[問卦] 大家什麼時候會鼓掌到手瘀青？,https://www.ptt.cc/bbs/Gossiping/M.1722176666.A.8FC.html
Re: [新聞] 不是警察也可舉發違規！台北市「交通助理,https://www.ptt.cc/bbs/Gossiping/M.1722176724.A.3F4.html
Re: [問卦] 中老年人是不是都買不起耳機阿?,https://www.ptt.cc/bbs/Gossiping/M.1722176754.A.393.html
[新聞] 北市動物園小食蟻獸「紅龍」滿月　網見萌照嗨翻：金勾追,https://www.ptt.cc/bbs/Gossiping/M.1722176778.A.733.html
[新聞] 遊客過多 日本餐廳想出一招來應對,https://www.ptt.cc/bbs/Gossiping/M.1722176933.A.06C.html
[問卦] 女子選手,https://www.ptt.cc/bbs/Gossiping/M.1722177056.A.3AF.html
[問卦] 鐵板燒跟自助餐差在哪？,https://www.ptt.cc/bbs/Gossiping/M.1722177063.A.24F.html
[新聞] 南韓軍情人員資料外洩 軍方展開調查,https://www.ptt.cc/bbs/Gossiping/M.1722177090.A.E74.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722177137.A.0DA.html
[問卦] 台灣有多少人禿頭?,https://www.ptt.cc/bbs/Gossiping/M.1722177190.A.E9B.html
[問卦] 沒人發現在台灣輿論突然變不重要了嗎！,https://www.ptt.cc/bbs/Gossiping/M.1722177214.A.0DC.html
[問卦] 一大堆消防車往淡水方向是哪邊燒了啊？,https://www.ptt.cc/bbs/Gossiping/M.1722177277.A.672.html
[問卦] messenger是不是又壞了,https://www.ptt.cc/bbs/Gossiping/M.1722177320.A.EDE.html
[問卦] 少子化效應擴大若干年後會影響體育實力?,https://www.ptt.cc/bbs/Gossiping/M.1722175893.A.FB0.html
[新聞] 空勤搜救找到了！成大考古所教授上山研究,https://www.ptt.cc/bbs/Gossiping/M.1722175958.A.48D.html
[問卦] 忠孝東路怎麼可能走九遍？,https://www.ptt.cc/bbs/Gossiping/M.1722176007.A.307.html
Re: [問卦] 認真 羽球拍怎麼選,https://www.ptt.cc/bbs/Gossiping/M.1722176022.A.439.html
[問卦] 日本排球隊！尼西打！開掛不用抓嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722176034.A.129.html
[問卦] 明天要上班，女同事很鬱卒 怎幫她?,https://www.ptt.cc/bbs/Gossiping/M.1722176071.A.F6E.html
[問卦] 台灣射箭是何時走下坡的？,https://www.ptt.cc/bbs/Gossiping/M.1722176074.A.452.html
[問卦] 侵權轉錄ptt文章致富的disp,https://www.ptt.cc/bbs/Gossiping/M.1722176142.A.973.html
[問卦] 非洲黑人真的屌打台男嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722176171.A.E7A.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722176235.A.8C2.html
[問卦] 第一任台灣省委書記會是誰？,https://www.ptt.cc/bbs/Gossiping/M.1722176238.A.FAA.html
[問卦] D卡：過去留學的回憶全回來了,https://www.ptt.cc/bbs/Gossiping/M.1722176259.A.259.html
[問卦] 整天ptt dcard 人生就這樣了嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722176294.A.6C3.html
Re: [問卦] 當初五子命案到底是什麼情形？,https://www.ptt.cc/bbs/Gossiping/M.1722176319.A.78A.html
[問卦] 降雨量1400毫米=14公尺？,https://www.ptt.cc/bbs/Gossiping/M.1722176338.A.958.html
[問卦] 還有人會期待tiny的片嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722176352.A.1D7.html
"[問卦] 高中生會投指叉球,很強嗎?",https://www.ptt.cc/bbs/Gossiping/M.1722176407.A.FE7.html
[問卦] 憂歡派對當年為什麼紅不起來？,https://www.ptt.cc/bbs/Gossiping/M.1722176413.A.DA4.html
[問卦] 為什麼不洗澡,https://www.ptt.cc/bbs/Gossiping/M.1722176426.A.4DE.html
Re: [新聞] 不是警察也可舉發違規！台北市「交通助理,https://www.ptt.cc/bbs/Gossiping/M.1722174769.A.65E.html
[問卦] FB怎麼每次往下滑就一大堆直播？,https://www.ptt.cc/bbs/Gossiping/M.1722174836.A.028.html
[問卦] 當初五子命案到底是什麼情形？,https://www.ptt.cc/bbs/Gossiping/M.1722174905.A.57E.html
[新聞] 新湖警破獲越南車手集團 追查驚見新南向,https://www.ptt.cc/bbs/Gossiping/M.1722174934.A.E11.html
[問卦] 不要再酸 高雄了 我剛回來 恢復的很好,https://www.ptt.cc/bbs/Gossiping/M.1722174952.A.CB5.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722174968.A.A84.html
[問卦] 驚！ 跳蚤市場內的東西都是從哪來的？？,https://www.ptt.cc/bbs/Gossiping/M.1722174983.A.0A5.html
[問卦] 遼寧號 OT1 輸一分,https://www.ptt.cc/bbs/Gossiping/M.1722174998.A.0BA.html
[新聞] 凱米水淹高雄面積約莫拉克9％ 學者：若無,https://www.ptt.cc/bbs/Gossiping/M.1722175025.A.BD5.html
[問卦] 中老年人是不是都買不起耳機阿?,https://www.ptt.cc/bbs/Gossiping/M.1722175075.A.73A.html
"[問卦] 捕手拉下面罩的瞬間,通常在想什麼?",https://www.ptt.cc/bbs/Gossiping/M.1722175109.A.790.html
[問卦] 認真 羽球拍怎麼選,https://www.ptt.cc/bbs/Gossiping/M.1722175253.A.F59.html
[問卦] 美國很多人分不清台灣、泰國或東京？,https://www.ptt.cc/bbs/Gossiping/M.1722175530.A.BAB.html
[新聞] 凱米重創台南溪北畜牧業損失1.58億 立,https://www.ptt.cc/bbs/Gossiping/M.1722175544.A.A53.html
[問卦] 肥宅髮型很醜 會被女同事議論嗎,https://www.ptt.cc/bbs/Gossiping/M.1722175563.A.DF1.html
[問卦] 認罪的助理有機會升官發財嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722175633.A.B05.html
Re: [新聞] 菲律賓國會議員來台見證核三廠停機 直呼「太可惜」,https://www.ptt.cc/bbs/Gossiping/M.1722175692.A.04C.html
[新聞] 奧運羽球／球迷帶中華民國國旗應援戴資,https://www.ptt.cc/bbs/Gossiping/M.1722175729.A.AEB.html
[問卦] 所以我說那個烏克蘭的F16呢？,https://www.ptt.cc/bbs/Gossiping/M.1722175786.A.7A5.html
[問卦] 肥宅一天洗兩次澡有加分嗎☺,https://www.ptt.cc/bbs/Gossiping/M.1722175881.A.9ED.html
[問卦] 奧運看來看去棒球對於黃種人還是很重要吧,https://www.ptt.cc/bbs/Gossiping/M.1722174109.A.CD8.html
[爆卦] 黃捷FB,https://www.ptt.cc/bbs/Gossiping/M.1722174112.A.173.html
Re: [問卦] 怎樣可以有10間房子出租的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1722174127.A.C77.html
[問卦] 老人看開幕式 一定要搶猜國名/位置？,https://www.ptt.cc/bbs/Gossiping/M.1722174140.A.E97.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722174186.A.0EA.html
[問卦] 有沒有明瀚3C出貨情況的八卦,https://www.ptt.cc/bbs/Gossiping/M.1722174220.A.6CB.html
[問卦] 許光漢怎樣才能成為韓國真.一線男演員,https://www.ptt.cc/bbs/Gossiping/M.1722174323.A.C84.html
[問卦] 慟！水星停滯，該怎麼辦？,https://www.ptt.cc/bbs/Gossiping/M.1722174343.A.CDA.html
[問卦] 烏俄戰爭最新情報（20240727）,https://www.ptt.cc/bbs/Gossiping/M.1722174449.A.79A.html
[問卦] 木柵動物園沒規畫停車場環評怎麼過的?,https://www.ptt.cc/bbs/Gossiping/M.1722174449.A.A6F.html
[問卦] 肥宅老鳥都帶出什麼樣的新人呀,https://www.ptt.cc/bbs/Gossiping/M.1722174461.A.FE2.html
[新聞] 日本千葉飆近40度高溫 東京36.8度入夏最,https://www.ptt.cc/bbs/Gossiping/M.1722174462.A.290.html
Re: [新聞] 指高虹安非市長任內貪汙 白委稱「竹,https://www.ptt.cc/bbs/Gossiping/M.1722174467.A.9DF.html
[問卦] 有沒有Saison du Soleil麵包的八卦？,https://www.ptt.cc/bbs/Gossiping/M.1722174489.A.82D.html
[新聞] 小吳、紀卜心手搖飲標示不清惹眾怒！　醫,https://www.ptt.cc/bbs/Gossiping/M.1722174531.A.4A0.html
[新聞] 超思巴西蛋利潤恐不只3800萬 張啟楷秀,https://www.ptt.cc/bbs/Gossiping/M.1722174599.A.57E.html
[問卦] 永山龍樹輸的那場發生了什麼事？？,https://www.ptt.cc/bbs/Gossiping/M.1722174720.A.32E.html
[問卦] 外國人用7_11滷味機煮泡麵會被原諒嗎,https://www.ptt.cc/bbs/Gossiping/M.1722174753.A.C1E.html
[問卦] 八卦板真的相信中國打不贏台灣?,https://www.ptt.cc/bbs/Gossiping/M.1722174763.A.F32.html
[新聞] 屏東視察 賴總統：淹水都是中央的問題,https://www.ptt.cc/bbs/Gossiping/M.1722173417.A.A28.html
[新聞] 獨家／3萬8買「英短」！3個月後病逝　控,https://www.ptt.cc/bbs/Gossiping/M.1722173453.A.C3C.html
[問卦] 防霾紗窗,https://www.ptt.cc/bbs/Gossiping/M.1722173468.A.623.html
Re: [問卦] 學烘焙是不是可以自己在家做葡式蛋塔,https://www.ptt.cc/bbs/Gossiping/M.1722173479.A.4FC.html
Re: [新聞] 推特張貼「二顆蘋果夾一根香蕉」照　臺1,https://www.ptt.cc/bbs/Gossiping/M.1722173572.A.0C4.html
[新聞] 鄭怡靜直落4輕取對手 巴黎奧運桌球女單預,https://www.ptt.cc/bbs/Gossiping/M.1722173576.A.58D.html
Re: [新聞] 黃捷勘災扯「民眾鼓掌到手瘀青」 藍委諷,https://www.ptt.cc/bbs/Gossiping/M.1722173598.A.819.html
[問卦] 蝦皮手續費是最近變高的嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722173620.A.AC9.html
[問卦] 棒球還是比足球好看吧？,https://www.ptt.cc/bbs/Gossiping/M.1722173621.A.1BC.html
Re: [問卦] 有人不買車 只租車或叫計程車嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722173647.A.EFC.html
[問卦] 台灣YouTuber 都沒人敢拍榨乳機？,https://www.ptt.cc/bbs/Gossiping/M.1722173735.A.456.html
[問卦] 「零日攻擊」有可能取代號角響起嗎?,https://www.ptt.cc/bbs/Gossiping/M.1722173770.A.D26.html
Re: [新聞] 屏東視察 賴總統：淹水都是中央的問題,https://www.ptt.cc/bbs/Gossiping/M.1722173855.A.F6A.html
[問卦] 百萬買的車泡臭泥 停電 怎麼調適心裡？,https://www.ptt.cc/bbs/Gossiping/M.1722173897.A.7EB.html
[新聞] 國小生放暑假變胖！醫檢查：險蛀牙　天,https://www.ptt.cc/bbs/Gossiping/M.1722173981.A.E87.html
[新聞] 鄧佳華變帥了？ 穿西裝「1物不見」與正妹,https://www.ptt.cc/bbs/Gossiping/M.1722174056.A.348.html
[問卦] 欸欸習近平年輕長的有點像統神,https://www.ptt.cc/bbs/Gossiping/M.1722174088.A.8A1.html
Re: [問卦]補助33億讓AMD設研發中心值得嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722174092.A.40E.html
[問卦] 為什麼win 9消失了？,https://www.ptt.cc/bbs/Gossiping/M.1722172032.A.4BA.html
Re: [新聞] 王鴻薇曝「這4人」查辦高虹安後升官：,https://www.ptt.cc/bbs/Gossiping/M.1722172102.A.C66.html
Re: [問卦] 8+9碰到問題都先噴人就對了？,https://www.ptt.cc/bbs/Gossiping/M.1722172154.A.273.html
[問卦] 所以現在元宇宙發展到那了,https://www.ptt.cc/bbs/Gossiping/M.1722172322.A.8F8.html
[新聞] 中國年輕人對延遲退休年齡的政策表憤怒,https://www.ptt.cc/bbs/Gossiping/M.1722172342.A.E7E.html
[問卦] 統一＆樂天會簽 李珠垠 嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722172422.A.A0C.html
Re: [問卦] 看完零日攻擊前導片覺得好可怕?該囤啥?,https://www.ptt.cc/bbs/Gossiping/M.1722172430.A.A73.html
Re: [新聞] 色問護理師「要不要去外面賣」丟工作,https://www.ptt.cc/bbs/Gossiping/M.1722172557.A.572.html
[問卦] 怎樣的國手跟你一起運動不會讓你驚艷啊？,https://www.ptt.cc/bbs/Gossiping/M.1722172647.A.E1D.html
[問卦] 女生做的指甲那麼長 打字還可以很快,https://www.ptt.cc/bbs/Gossiping/M.1722172649.A.BDD.html
[問卦] 如果日本隊打進冠軍賽大家會感到吃驚？,https://www.ptt.cc/bbs/Gossiping/M.1722172659.A.CC6.html
[問卦]補助33億讓AMD設研發中心值得嗎？,https://www.ptt.cc/bbs/Gossiping/M.1722172688.A.AB2.html
